"assembly_accession"	"species_taxid"	"taxid"	"organism_name"	"infraspecific_name"	"assembly_level"	"seq_rel_date"	"atcc"	"seq_accession"	"start"	"end"	"seq_len"	"strand"
"288"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000098.1"	1	24928	24928	"*"
"289"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000097.1"	1	226	226	"*"
"290"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000096.1"	1	61846	61846	"*"
"291"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000095.1"	1	493	493	"*"
"292"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000094.1"	1	16455	16455	"*"
"293"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000093.1"	1	9409	9409	"*"
"294"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000092.1"	1	313	313	"*"
"295"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000091.1"	1	25819	25819	"*"
"296"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000090.1"	1	283	283	"*"
"297"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000089.1"	1	347	347	"*"
"298"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000088.1"	1	212	212	"*"
"299"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000087.1"	1	33466	33466	"*"
"300"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000086.1"	1	50979	50979	"*"
"301"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000085.1"	1	602	602	"*"
"302"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000084.1"	1	120307	120307	"*"
"303"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000083.1"	1	1375	1375	"*"
"304"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000082.1"	1	3563	3563	"*"
"305"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000081.1"	1	28935	28935	"*"
"306"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000080.1"	1	221	221	"*"
"307"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000079.1"	1	469	469	"*"
"308"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000078.1"	1	235	235	"*"
"309"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000077.1"	1	8653	8653	"*"
"310"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000076.1"	1	20614	20614	"*"
"311"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000075.1"	1	21799	21799	"*"
"312"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000074.1"	1	43096	43096	"*"
"313"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000073.1"	1	46970	46970	"*"
"314"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000072.1"	1	4830	4830	"*"
"315"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000071.1"	1	9786	9786	"*"
"316"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000070.1"	1	548	548	"*"
"317"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000069.1"	1	209	209	"*"
"318"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000068.1"	1	241	241	"*"
"319"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000067.1"	1	884	884	"*"
"320"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000066.1"	1	36017	36017	"*"
"321"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000065.1"	1	90170	90170	"*"
"322"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000064.1"	1	415	415	"*"
"323"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000063.1"	1	312	312	"*"
"324"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000062.1"	1	1472	1472	"*"
"325"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000061.1"	1	99586	99586	"*"
"326"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000060.1"	1	141231	141231	"*"
"327"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000059.1"	1	113130	113130	"*"
"328"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000058.1"	1	37872	37872	"*"
"329"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000057.1"	1	2948	2948	"*"
"330"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000056.1"	1	297	297	"*"
"331"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000055.1"	1	208956	208956	"*"
"332"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000054.1"	1	114914	114914	"*"
"333"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000053.1"	1	10619	10619	"*"
"334"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000052.1"	1	426	426	"*"
"335"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000051.1"	1	2838	2838	"*"
"336"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000050.1"	1	1312	1312	"*"
"337"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000049.1"	1	1443	1443	"*"
"338"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000048.1"	1	52934	52934	"*"
"339"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000047.1"	1	213	213	"*"
"340"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000046.1"	1	9779	9779	"*"
"341"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000045.1"	1	247	247	"*"
"342"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000044.1"	1	209	209	"*"
"343"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000043.1"	1	223	223	"*"
"344"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000042.1"	1	175777	175777	"*"
"345"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000041.1"	1	4444	4444	"*"
"346"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000040.1"	1	33681	33681	"*"
"347"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000039.1"	1	21406	21406	"*"
"348"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000038.1"	1	19199	19199	"*"
"349"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000037.1"	1	329648	329648	"*"
"350"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000036.1"	1	1448	1448	"*"
"351"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000035.1"	1	220	220	"*"
"352"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000034.1"	1	206	206	"*"
"353"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000033.1"	1	67153	67153	"*"
"354"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000032.1"	1	105229	105229	"*"
"355"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000031.1"	1	203	203	"*"
"356"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000030.1"	1	40622	40622	"*"
"357"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000029.1"	1	150469	150469	"*"
"358"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000028.1"	1	561	561	"*"
"359"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000027.1"	1	24718	24718	"*"
"360"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000026.1"	1	101724	101724	"*"
"361"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000025.1"	1	524	524	"*"
"362"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000024.1"	1	6381	6381	"*"
"363"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000023.1"	1	281	281	"*"
"364"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000022.1"	1	107585	107585	"*"
"365"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000021.1"	1	80509	80509	"*"
"366"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000020.1"	1	88661	88661	"*"
"367"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000019.1"	1	218	218	"*"
"368"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000018.1"	1	763	763	"*"
"369"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000017.1"	1	1343	1343	"*"
"370"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000016.1"	1	318	318	"*"
"371"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000015.1"	1	712	712	"*"
"372"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000014.1"	1	8728	8728	"*"
"373"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000013.1"	1	106485	106485	"*"
"374"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000012.1"	1	1641	1641	"*"
"375"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000011.1"	1	52838	52838	"*"
"376"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000010.1"	1	823	823	"*"
"377"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000009.1"	1	914	914	"*"
"378"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000008.1"	1	221	221	"*"
"379"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000007.1"	1	17351	17351	"*"
"380"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000006.1"	1	13032	13032	"*"
"381"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000005.1"	1	46512	46512	"*"
"382"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000004.1"	1	5478	5478	"*"
"383"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000003.1"	1	237	237	"*"
"384"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000002.1"	1	272	272	"*"
"385"	"GCF_000333195.1"	562	1268238	"Escherichia coli O5:K4(L):H4 str. ATCC 23502"	"strain=ATCC 23502"	"Contig"	"2013/01/14"	"ATCC 23502"	"NZ_CAPL01000001.1"	1	92749	92749	"*"
"386"	"GCF_000335055.2"	562	1051353	"Escherichia coli ATCC 700728"	"strain=ATCC 700728"	"Contig"	"2013/01/31"	"ATCC 700728"	"NZ_AOEH01000001.1"	1	3656	3656	"*"
"387"	"GCF_000335055.2"	562	1051353	"Escherichia coli ATCC 700728"	"strain=ATCC 700728"	"Contig"	"2013/01/31"	"ATCC 700728"	"NZ_AOEH01000002.1"	1	15326	15326	"*"
"388"	"GCF_000335055.2"	562	1051353	"Escherichia coli ATCC 700728"	"strain=ATCC 700728"	"Contig"	"2013/01/31"	"ATCC 700728"	"NZ_AOEH01000003.1"	1	259655	259655	"*"
"389"	"GCF_000335055.2"	562	1051353	"Escherichia coli ATCC 700728"	"strain=ATCC 700728"	"Contig"	"2013/01/31"	"ATCC 700728"	"NZ_AOEH01000004.1"	1	33586	33586	"*"
"390"	"GCF_000335055.2"	562	1051353	"Escherichia coli ATCC 700728"	"strain=ATCC 700728"	"Contig"	"2013/01/31"	"ATCC 700728"	"NZ_AOEH01000005.1"	1	3861	3861	"*"
"391"	"GCF_000335055.2"	562	1051353	"Escherichia coli ATCC 700728"	"strain=ATCC 700728"	"Contig"	"2013/01/31"	"ATCC 700728"	"NZ_AOEH01000006.1"	1	2698	2698	"*"
"392"	"GCF_000335055.2"	562	1051353	"Escherichia coli ATCC 700728"	"strain=ATCC 700728"	"Contig"	"2013/01/31"	"ATCC 700728"	"NZ_AOEH01000007.1"	1	2237	2237	"*"
"393"	"GCF_000335055.2"	562	1051353	"Escherichia coli ATCC 700728"	"strain=ATCC 700728"	"Contig"	"2013/01/31"	"ATCC 700728"	"NZ_AOEH01000008.1"	1	28775	28775	"*"
"394"	"GCF_000335055.2"	562	1051353	"Escherichia coli ATCC 700728"	"strain=ATCC 700728"	"Contig"	"2013/01/31"	"ATCC 700728"	"NZ_AOEH01000009.1"	1	18570	18570	"*"
"395"	"GCF_000335055.2"	562	1051353	"Escherichia coli ATCC 700728"	"strain=ATCC 700728"	"Contig"	"2013/01/31"	"ATCC 700728"	"NZ_AOEH01000010.1"	1	3197	3197	"*"
"396"	"GCF_000335055.2"	562	1051353	"Escherichia coli ATCC 700728"	"strain=ATCC 700728"	"Contig"	"2013/01/31"	"ATCC 700728"	"NZ_AOEH01000011.1"	1	8321	8321	"*"
"397"	"GCF_000335055.2"	562	1051353	"Escherichia coli ATCC 700728"	"strain=ATCC 700728"	"Contig"	"2013/01/31"	"ATCC 700728"	"NZ_AOEH01000012.1"	1	28950	28950	"*"
"398"	"GCF_000335055.2"	562	1051353	"Escherichia coli ATCC 700728"	"strain=ATCC 700728"	"Contig"	"2013/01/31"	"ATCC 700728"	"NZ_AOEH01000013.1"	1	268651	268651	"*"
"399"	"GCF_000335055.2"	562	1051353	"Escherichia coli ATCC 700728"	"strain=ATCC 700728"	"Contig"	"2013/01/31"	"ATCC 700728"	"NZ_AOEH01000014.1"	1	2687	2687	"*"
"400"	"GCF_000335055.2"	562	1051353	"Escherichia coli ATCC 700728"	"strain=ATCC 700728"	"Contig"	"2013/01/31"	"ATCC 700728"	"NZ_AOEH01000015.1"	1	44392	44392	"*"
"401"	"GCF_000335055.2"	562	1051353	"Escherichia coli ATCC 700728"	"strain=ATCC 700728"	"Contig"	"2013/01/31"	"ATCC 700728"	"NZ_AOEH01000016.1"	1	6510	6510	"*"
"402"	"GCF_000335055.2"	562	1051353	"Escherichia coli ATCC 700728"	"strain=ATCC 700728"	"Contig"	"2013/01/31"	"ATCC 700728"	"NZ_AOEH01000017.1"	1	2103	2103	"*"
"403"	"GCF_000335055.2"	562	1051353	"Escherichia coli ATCC 700728"	"strain=ATCC 700728"	"Contig"	"2013/01/31"	"ATCC 700728"	"NZ_AOEH01000018.1"	1	4822	4822	"*"
"404"	"GCF_000335055.2"	562	1051353	"Escherichia coli ATCC 700728"	"strain=ATCC 700728"	"Contig"	"2013/01/31"	"ATCC 700728"	"NZ_AOEH01000019.1"	1	15379	15379	"*"
"405"	"GCF_000335055.2"	562	1051353	"Escherichia coli ATCC 700728"	"strain=ATCC 700728"	"Contig"	"2013/01/31"	"ATCC 700728"	"NZ_AOEH01000020.1"	1	121205	121205	"*"
"406"	"GCF_000335055.2"	562	1051353	"Escherichia coli ATCC 700728"	"strain=ATCC 700728"	"Contig"	"2013/01/31"	"ATCC 700728"	"NZ_AOEH01000021.1"	1	50297	50297	"*"
"407"	"GCF_000335055.2"	562	1051353	"Escherichia coli ATCC 700728"	"strain=ATCC 700728"	"Contig"	"2013/01/31"	"ATCC 700728"	"NZ_AOEH01000022.1"	1	28943	28943	"*"
"408"	"GCF_000335055.2"	562	1051353	"Escherichia coli ATCC 700728"	"strain=ATCC 700728"	"Contig"	"2013/01/31"	"ATCC 700728"	"NZ_AOEH01000023.1"	1	3716	3716	"*"
