SampleID	gene_name	source	gene_unique_identifier	bin_id	e_value	contig	gene_callers_id	start	stop	length	partial	query_id	flag	multi	len	subject_id	pct_identity	alignment_len	mismatches	gap_openings	query_start	query_end	subject_start	subject_end	blast_e_value	bit_score	taxaID	superkingdom	phylum	class	order	family	genus	species	Genus	geneMeanCov	geneStdCov	genLen
s145.STL.V01_1.4d	Ribosomal_L22	Campbell_et_al	c503150b19d539875b4c278dae03fb42ecfff48f2d5ff339844486f1	contigs	1.6e-43	c_000000000425	2847	20074	20407	333	0	k141_500	0	238.7467	41483	NZ_JH768585.1	99.993	41483	0	1	1	41483	402969	361490	0	76585	656413	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	272.847305389222	18.9970135613154	334
s145.STL.V01_1.4d	RuvA_N	Campbell_et_al	ff7e13bfbefdc510723f1f3f96eb43d56acdd2e519cedd47af723638	contigs	1.5e-26	c_000000000446	4231	97815	98427	612	0	k141_521	1	185.6096	292060	NZ_KE701845.1	99.986	283597	33	4	8355	291946	722271	438677	0	523500	1281204	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	181.435562805873	60.2748159607532	613
s145.STL.V01_1.4d	THF_DHG_CYH_C	Campbell_et_al	e665fc806d3be7901d8d7bca95769a1e9b7880c29d5aa903025c2386	contigs	1.6e-70	c_000000000423	2745	29110	29977	867	0	k141_498	0	198.3075	60272	NZ_JH768584.1	99.997	60272	2	0	1	60272	942832	882561	0	111300	656413	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	236.584101382488	15.4097012762916	868
s145.STL.V01_1.4d	Ribosomal_L16	Campbell_et_al	62a5c764960f8ee34622077341b52830297d4066930a579065ccef27	contigs	9.9e-53	c_000000000425	2849	21138	21549	411	0	k141_500	0	238.7467	41483	NZ_JH768585.1	99.993	41483	0	1	1	41483	402969	361490	0	76585	656413	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	330.053398058252	38.7679736274591	412
s145.STL.V01_1.4d	Ribosomal_L12	Campbell_et_al	25eed50cd4ebba4919d9bf6f6477e0c98a5791cee17dbb65e9eb11b0	contigs	2e-33	c_000000000363	538	3591	3957	366	0	k141_436	0	216.1222	31412	NZ_CP011134.1	99.987	31412	4	0	1	31412	4519658	4551069	0	57985	941323	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	245.517711171662	17.0441114358496	367
s145.STL.V01_1.4d	S-AdoMet_synt_M	Campbell_et_al	b811ad227ac7e26a90a5622f96d22dbbb1653179f7ef8577ad405cf5	contigs	5.6e-53	c_000000000351	403	4932	6087	1155	0	k141_424	0	220.0689	18461	NZ_CP011134.1	99.995	18324	1	0	138	18461	3265149	3283472	0	33833	941323	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	226.456747404844	30.5141913953333	1156
s145.STL.V01_1.4d	Ribosomal_S10	Campbell_et_al	b11e45a9a0eebc98f49cadd405856cbc742723ab60dc8479139e75c1	contigs	4.1e-40	c_000000000425	2841	17037	17349	312	0	k141_500	0	238.7467	41483	NZ_JH768585.1	99.993	41483	0	1	1	41483	402969	361490	0	76585	656413	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	212.166134185304	39.9329309922998	313
s145.STL.V01_1.4d	zf-C4_ClpX	Campbell_et_al	1ce6dac283a4de38d9d4c9844afb931a15919fefe5042ae0df07b4a8	contigs	2.4e-24	c_000000000430	3113	64701	65976	1275	0	k141_505	0	196.9340	130764	NZ_CP011134.1	99.991	130764	12	0	1	130764	540819	410056	0	241400	941323	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	251.528996865204	31.2470224729382	1276
s145.STL.V01_1.4d	RNA_pol_Rpb2_1	Campbell_et_al	6094af9618be6c6f1f93be871cbad3a08625abbc04a13f32e96f934a	contigs	1.5e-28	c_000000000363	539	4276	8305	4029	0	k141_436	0	216.1222	31412	NZ_CP011134.1	99.987	31412	4	0	1	31412	4519658	4551069	0	57985	941323	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	300.858064516129	49.5343389518242	4030
s145.STL.V01_1.4d	RecR	Campbell_et_al	8f9737d784f785ba83c9a2426d071c54fb18811d54e5aa8ee5573854	contigs	4.7e-18	c_000000000430	3080	28391	28997	606	0	k141_505	0	196.9340	130764	NZ_CP011134.1	99.991	130764	12	0	1	130764	540819	410056	0	241400	941323	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	197.74629324547	20.7005575872274	607
s145.STL.V01_1.4d	IF3_C	Campbell_et_al	6116d9b51db7a783d8207472f6b365209a8954e987700d0f8189f450	contigs	7.8e-38	c_000000000446	4376	243258	243693	435	0	k141_521	1	185.6096	292060	NZ_KE701845.1	99.986	283597	33	4	8355	291946	722271	438677	0	523500	1281204	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	199.883027522936	21.0347842407383	436
s145.STL.V01_1.4d	Methyltransf_5	Campbell_et_al	296ce8ae9df5863fadfbcacf5eb3330cc954e4d36a39b26afd0c8a85	contigs	1.5e-126	c_000000000440	3719	59271	60213	942	0	k141_515	1	208.9747	181001	NZ_CAPK01000135.1	99.98	180865	35	2	139	181001	14354	195218	0	333800	1246623	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	208.007423117709	22.0558774089429	943
s145.STL.V01_1.4d	tRNA-synt_1d	Campbell_et_al	04aa58e2d88a7358093a72cb48c36d665ae09d83349cf5d9c39103ab	contigs	4.6e-151	c_000000000446	4216	81995	83729	1734	0	k141_521	1	185.6096	292060	NZ_KE701845.1	99.986	283597	33	4	8355	291946	722271	438677	0	523500	1281204	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	209.965417867435	59.4229261747871	1735
s145.STL.V01_1.4d	GMP_synt_C	Campbell_et_al	68b81e99bbff864ed9e483e7eeacd606fb1a486cb0f95c0fb2e6888c	contigs	7.4e-43	c_000000000411	2134	93612	95190	1578	0	k141_486	0	191.6801	105240	NZ_JNQT01000014.1	99.59	98188	391	5	1	98181	113553	15371	0	179100	1444235	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	246.250158328056	43.1632925909038	1579
s145.STL.V01_1.4d	RecA	Campbell_et_al	4e2c64e18289a5da8d00c9f743c7ca6f8f35a43582aa32556cb58459	contigs	1e-175	c_000000000398	1525	4598	5660	1062	0	k141_473	1	199.9503	88276	NZ_JH768586.1	99.931	59808	27	10	1	59802	329540	269741	0	110200	656413	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	223.793979303857	37.1272545900843	1063
s145.STL.V01_1.4d	Ribosom_S12_S23	Campbell_et_al	6de1a9f27876421705c21e1612720b2d8de002a8bb33e58592f0e618	contigs	3.2e-58	c_000000000448	4426	3124	3499	375	0	k141_524	0	209.9376	147502	NZ_JH768585.1	99.993	147502	10	0	1	147502	403719	551220	0	272300	656413	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	398.393617021277	34.2844471903651	376
s145.STL.V01_1.4d	RNA_pol_Rpb2_7	Campbell_et_al	7ca831d397b4ba054497647f958dc7f710f4426f8085b0fd15c8ab21	contigs	1.9e-34	c_000000000363	539	4276	8305	4029	0	k141_436	0	216.1222	31412	NZ_CP011134.1	99.987	31412	4	0	1	31412	4519658	4551069	0	57985	941323	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	300.858064516129	49.5343389518242	4030
s145.STL.V01_1.4d	SecG	Campbell_et_al	d920f2c3a8903de4c7426df4df9281ac403ca5bfd57c2f2953661e96	contigs	9e-29	c_000000000452	5012	247122	247455	333	0	k141_528	1	213.9668	289259	NZ_KE701847.1	99.989	289259	32	0	1	289259	617711	906969	0	534000	1281204	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	308.395209580838	31.0085637854129	334
s145.STL.V01_1.4d	Ribosomal_L2_C	Campbell_et_al	dc2cc38bb2d6c5e225a539b1d23c53f36601555cc646b16f9e22f3a8	contigs	2.5e-57	c_000000000425	2845	18943	19765	822	0	k141_500	0	238.7467	41483	NZ_JH768585.1	99.993	41483	0	1	1	41483	402969	361490	0	76585	656413	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	303.239368165249	27.2702489438432	823
s145.STL.V01_1.4d	dsrm	Campbell_et_al	8b977df796858c8b2e9e10d212b825576e5c853be30fbf178ca31385	contigs	6.6e-17	c_000000000411	2073	22272	22953	681	0	k141_486	0	191.6801	105240	NZ_JNQT01000014.1	99.59	98188	391	5	1	98181	113553	15371	0	179100	1444235	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	193.699413489736	52.5881593871839	682
s145.STL.V01_1.4d	GAD	Campbell_et_al	af78cb48554f848373c21b0664272782329e5edac3dfe28529434b0f	contigs	7.4e-34	c_000000000446	4226	93268	95041	1773	0	k141_521	1	185.6096	292060	NZ_KE701845.1	99.986	283597	33	4	8355	291946	722271	438677	0	523500	1281204	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	197.19222096956	28.4492944278087	1774
s145.STL.V01_1.4d	Ribosomal_L28	Campbell_et_al	0c364b7bc179cd7b86f66ade37842eff42dc4ee5023e24bb26dce9f8	contigs	1.1e-31	c_000000000449	4641	85960	86197	237	0	k141_525	0	239.9187	129416	NZ_CAPK01000212.1	99.977	129279	29	1	139	129416	130753	1475	0	238600	1246623	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	322.836134453782	65.2558292089986	238
s145.STL.V01_1.4d	RNA_pol_Rpb2_6	Campbell_et_al	cf13c4b2496fd1688eac83d85f9e00b1c3b179cc2e35e6b896f454a7	contigs	4.2e-164	c_000000000363	539	4276	8305	4029	0	k141_436	0	216.1222	31412	NZ_CP011134.1	99.987	31412	4	0	1	31412	4519658	4551069	0	57985	941323	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	300.858064516129	49.5343389518242	4030
s145.STL.V01_1.4d	RNA_pol_A_CTD	Campbell_et_al	ee1fddd3b930bf87a7377a779dda5dc6d0fe14dac8a89300781f9010	contigs	1.1e-27	c_000000000425	2867	29278	30268	990	0	k141_500	0	238.7467	41483	NZ_JH768585.1	99.993	41483	0	1	1	41483	402969	361490	0	76585	656413	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	327.863773965691	52.2401468113759	991
s145.STL.V01_1.4d	Ribosomal_S13	Campbell_et_al	84fc4b678ce744435fc22d144225c9249e91053e8edf308df09adecb	contigs	1.5e-41	c_000000000425	2864	27836	28193	357	0	k141_500	0	238.7467	41483	NZ_JH768585.1	99.993	41483	0	1	1	41483	402969	361490	0	76585	656413	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	304.321229050279	34.813712270751	358
s145.STL.V01_1.4d	Ribosomal_L10	Campbell_et_al	886582e430736a47f24ff50c9f8c77dc47f34000c360bd12e50cc5a7	contigs	2.1e-28	c_000000000363	537	3027	3525	498	0	k141_436	0	216.1222	31412	NZ_CP011134.1	99.987	31412	4	0	1	31412	4519658	4551069	0	57985	941323	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	274.843687374749	73.5915653399709	499
s145.STL.V01_1.4d	Ribosomal_L2	Campbell_et_al	13f45134493f5b52a634ecbf25b14d19cf0ddd0b5a1e44b7ba84f4ac	contigs	7.2e-39	c_000000000425	2845	18943	19765	822	0	k141_500	0	238.7467	41483	NZ_JH768585.1	99.993	41483	0	1	1	41483	402969	361490	0	76585	656413	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	303.239368165249	27.2702489438432	823
s145.STL.V01_1.4d	Ribosomal_L32p	Campbell_et_al	e5f44f9227db66d25d1956b257a0d9334933213938eeb8c7816bddf1	contigs	3.7e-21	c_000000000391	1303	22145	22319	174	0	k141_466	0	185.7949	72327	NZ_KE701844.1	99.985	72187	10	1	141	72327	128078	55893	0	133200	1281204	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	195.045714285714	29.917668086116	175
s145.STL.V01_1.4d	Ribosomal_L35p	Campbell_et_al	1a23635525d8ddfcfcd3a85979102765b9f7cef4e636463f8c2579b9	contigs	9.2e-28	c_000000000446	4377	243789	243987	198	0	k141_521	1	185.6096	292060	NZ_KE701845.1	99.986	283597	33	4	8355	291946	722271	438677	0	523500	1281204	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	209.8391959799	16.924498749923	199
s145.STL.V01_1.4d	Ribosomal_S4	Campbell_et_al	6bda31ccee0ac1c7b10d413da83fc02b71dc82be77fd6235aa2172cc	contigs	4.2e-30	c_000000000425	2866	28632	29253	621	0	k141_500	0	238.7467	41483	NZ_JH768585.1	99.993	41483	0	1	1	41483	402969	361490	0	76585	656413	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	304.908360128617	41.6245734534408	622
s145.STL.V01_1.4d	Ribosomal_L18p	Campbell_et_al	6df9b99ae3f9377b706798bead12b9c6524bc55446718effaa707191	contigs	1.2e-39	c_000000000425	2858	24710	25064	354	0	k141_500	0	238.7467	41483	NZ_JH768585.1	99.993	41483	0	1	1	41483	402969	361490	0	76585	656413	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	330.676056338028	20.2323890414479	355
s145.STL.V01_1.4d	Ribosomal_S18	Campbell_et_al	5bcd468353611c1d8287fd7168ca98712dc8dee85922ee18989547d0	contigs	2.7e-27	c_000000000416	2395	42178	42406	228	0	k141_491	0	234.9168	123961	NZ_JH768584.1	99.998	123822	1	1	141	123961	50875	174696	0	228600	656413	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	323.275109170306	10.4863462024018	229
s145.STL.V01_1.4d	NusA_N	Campbell_et_al	aa34099b29fb95c1f7041afb73c591cbbaeff741a15a34840c16b871	contigs	1.3e-44	c_000000000452	5008	240988	242476	1488	0	k141_528	1	213.9668	289259	NZ_KE701847.1	99.989	289259	32	0	1	289259	617711	906969	0	534000	1281204	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	246.02955003358	41.1396675301133	1489
s145.STL.V01_1.4d	Ribosomal_L14	Campbell_et_al	07f0487da7dabe428796fcd7e1caf310a289946192a09eb4a820e7f1	contigs	3.4e-56	c_000000000425	2852	22158	22530	372	0	k141_500	0	238.7467	41483	NZ_JH768585.1	99.993	41483	0	1	1	41483	402969	361490	0	76585	656413	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	325.034852546917	20.6382400915791	373
s145.STL.V01_1.4d	Cons_hypoth95	Campbell_et_al	9b52b559ed4fd9801ec71f8598b4db7f40a8e95a902b8e393fab5da9	contigs	1.7e-63	c_000000000448	4545	132563	133160	597	0	k141_524	0	209.9376	147502	NZ_JH768585.1	99.993	147502	10	0	1	147502	403719	551220	0	272300	656413	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	246.001672240803	32.0186032170799	598
s145.STL.V01_1.4d	Ribosomal_L5	Campbell_et_al	2735261f2e734e8626faed22925b3af81521dcbfbec019ebe4567cbf	contigs	2.9e-27	c_000000000425	2854	22869	23409	540	0	k141_500	0	238.7467	41483	NZ_JH768585.1	99.993	41483	0	1	1	41483	402969	361490	0	76585	656413	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	303.935304990758	34.2300154097702	541
s145.STL.V01_1.4d	DNA_pol3_beta_2	Campbell_et_al	a156976e3588579eab9f91a25440923c8d7a10136ee65a9c4ae45d28	contigs	1.2e-49	c_000000000449	4576	15314	16415	1101	0	k141_525	0	239.9187	129416	NZ_CAPK01000212.1	99.977	129279	29	1	139	129416	130753	1475	0	238600	1246623	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	250.485480943739	48.6242265868282	1102
s145.STL.V01_1.4d	Seryl_tRNA_N	Campbell_et_al	f424baa6126bf1a0ed307f1d0daa92350041f8a92bd6fec337f53680	contigs	4.3e-36	c_000000000432	3306	59410	60703	1293	0	k141_507	1	185.6289	209908	NZ_JH768584.1	99.997	209771	7	0	138	209908	1295132	1504902	0	387300	656413	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	262.891808346213	45.9693133224582	1294
s145.STL.V01_1.4d	Ribonuclease_P	Campbell_et_al	307c2fd8502fac5c0bab1115a06ff1b48317f451ad19a63b8394cd1c	contigs	3e-31	c_000000000449	4573	12783	13110	327	0	k141_525	0	239.9187	129416	NZ_CAPK01000212.1	99.977	129279	29	1	139	129416	130753	1475	0	238600	1246623	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	223.15243902439	31.5668495088876	328
s145.STL.V01_1.4d	Ribosomal_L18e	Campbell_et_al	bc5f0fc0033ca8e36cfabbcff3410bb85d25439dfb7df9832ff276cc	contigs	3e-25	c_000000000425	2861	25768	26203	435	0	k141_500	0	238.7467	41483	NZ_JH768585.1	99.993	41483	0	1	1	41483	402969	361490	0	76585	656413	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	257.759174311927	27.2868842774243	436
s145.STL.V01_1.4d	Trigger_C	Campbell_et_al	ef7dd19fa4ee4f3761fa0debdbca0f2b9507e8393351a82c03c99755	contigs	3.1e-41	c_000000000430	3115	66970	68269	1299	0	k141_505	0	196.9340	130764	NZ_CP011134.1	99.991	130764	12	0	1	130764	540819	410056	0	241400	941323	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	210.113076923077	39.789190234301	1300
s145.STL.V01_1.4d	Ribosomal_L1	Campbell_et_al	160b585307124fac7fb13d8ab6b07ac0db713c6ac25184babbe97f44	contigs	8.4e-52	c_000000000363	536	1910	2615	705	0	k141_436	0	216.1222	31412	NZ_CP011134.1	99.987	31412	4	0	1	31412	4519658	4551069	0	57985	941323	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	275.35552407932	33.7567385120834	706
s145.STL.V01_1.4d	Pept_tRNA_hydro	Campbell_et_al	2fc437c8f808e284f1676e044f1becb334c37acc45f2845387163589	contigs	5.4e-66	c_000000000444	4050	73325	73910	585	0	k141_519	1	191.3274	85678	NZ_CP011134.1	99.991	85543	6	2	136	85678	1240650	1326190	0	157900	941323	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	196.138225255973	43.0718700467432	586
s145.STL.V01_1.4d	Ribosomal_S3_C	Campbell_et_al	8e8462bd99efb4284ff813ed1c4fe23cb8c16ec419a084d095441ff9	contigs	3.4e-37	c_000000000425	2848	20424	21126	702	0	k141_500	0	238.7467	41483	NZ_JH768585.1	99.993	41483	0	1	1	41483	402969	361490	0	76585	656413	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	347.339971550498	41.8024751989966	703
s145.STL.V01_1.4d	FDX-ACB	Campbell_et_al	f4ba35104c510cbd673e7d93e25ec375692fbdac82559951b5534457	contigs	8.4e-31	c_000000000446	4380	245844	248232	2388	0	k141_521	1	185.6096	292060	NZ_KE701845.1	99.986	283597	33	4	8355	291946	722271	438677	0	523500	1281204	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	175.035161155295	37.1307563622539	2389
s145.STL.V01_1.4d	Enolase_N	Campbell_et_al	c371b30d700353b0c1c00d184bdf6da5d97d8d71839e3942f86c5773	contigs	4.3e-62	c_000000000419	2500	179	1478	1299	0	k141_494	0	228.8979	98389	NZ_JOSM01000231.1	99.938	98253	31	3	139	98389	125699	223923	0	181100	1444123	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	240.151538461538	30.7081063554512	1300
s145.STL.V01_1.4d	Val_tRNA-synt_C	Campbell_et_al	802d7be37c06c42602928730494189273ef2486776c8b33ac11311ae	contigs	2.7e-19	c_000000000416	2450	103712	106568	2856	0	k141_491	0	234.9168	123961	NZ_JH768584.1	99.998	123822	1	1	141	123961	50875	174696	0	228600	656413	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	221.261813090655	48.2519000213996	2857
s145.STL.V01_1.4d	FAD_syn	Campbell_et_al	47f7813e5efe70573a34bfc003f6235a2a5b838c60cea4ef4e5df08c	contigs	2e-59	c_000000000440	3775	127960	128902	942	0	k141_515	1	208.9747	181001	NZ_CAPK01000135.1	99.98	180865	35	2	139	181001	14354	195218	0	333800	1246623	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	230.602332979852	48.2219509669712	943
s145.STL.V01_1.4d	CTP_synth_N	Campbell_et_al	9402a90d6470f1d3572031e44efda0e573f4535e6f83761e91105bfa	contigs	9.3e-133	c_000000000419	2501	1565	3203	1638	0	k141_494	0	228.8979	98389	NZ_JOSM01000231.1	99.938	98253	31	3	139	98389	125699	223923	0	181100	1444123	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	276.793166564979	40.832969897953	1639
s145.STL.V01_1.4d	SmpB	Campbell_et_al	70bc58c925b82523306f510746e0787854c2c84cb702bf31f5717452	contigs	1.4e-31	c_000000000418	2496	18127	18610	483	0	k141_493	0	217.6076	24474	NZ_JH768586.1	99.996	24474	1	0	1	24474	383787	359314	0	45190	656413	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	258.138429752066	35.4154790995132	484
s145.STL.V01_1.4d	Ribosomal_L9_N	Campbell_et_al	86257b1756f43e12e149c9864037ce12a346fd4ba5397b260ff18337	contigs	7.8e-25	c_000000000416	2396	42447	42897	450	0	k141_491	0	234.9168	123961	NZ_JH768584.1	99.998	123822	1	1	141	123961	50875	174696	0	228600	656413	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	263.909090909091	26.7103505833006	451
s145.STL.V01_1.4d	Ribosomal_S16	Campbell_et_al	54832d8676aab27bd749bf5d91982e6140939336477528fb15b346a8	contigs	6.5e-28	c_000000000418	2486	9168	9417	249	0	k141_493	0	217.6076	24474	NZ_JH768586.1	99.996	24474	1	0	1	24474	383787	359314	0	45190	656413	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	209.82	19.7572517315526	250
s145.STL.V01_1.4d	eIF-1a	Campbell_et_al	c6eb2c5a4e7495d14ea743643c2c0e533113316edd78dc7302bddc16	contigs	5.4e-31	c_000000000432	3297	46207	46426	219	0	k141_507	1	185.6289	209908	NZ_JH768584.1	99.997	209771	7	0	138	209908	1295132	1504902	0	387300	656413	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	310.681818181818	13.8425139705962	220
s145.STL.V01_1.4d	TIM	Campbell_et_al	aa7ad2ffa88a617cef4c34ccd2b81f4f77e8264a2c29dc49c279ca3b	contigs	3.2e-95	c_000000000420	2643	54893	55661	768	0	k141_495	0	223.7792	125696	NZ_JNPE01000121.1	99.469	123053	633	14	2566	125609	123101	60	0	223600	1444095	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	284.358907672302	39.6472555383337	769
s145.STL.V01_1.4d	Ribosomal_L19	Campbell_et_al	3a5d6578bdae90beb08e9baeb146e57e34f9f29b5c653fc59e254e4c	contigs	9e-53	c_000000000418	2483	7414	7762	348	0	k141_493	0	217.6076	24474	NZ_JH768586.1	99.996	24474	1	0	1	24474	383787	359314	0	45190	656413	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	277.650429799427	33.3883175433858	349
s145.STL.V01_1.4d	IF2_N	Campbell_et_al	6ec74e3bb76ce79c9d7fee6ee3df1aeb9dcaeba4f24acd08906e332e	contigs	3.2e-24	c_000000000452	5007	238291	240964	2673	0	k141_528	1	213.9668	289259	NZ_KE701847.1	99.989	289259	32	0	1	289259	617711	906969	0	534000	1281204	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia Escherichia coli	244.6952131638	57.5401244173838	2674
